AH_hour,H_hour,T1_hour,T2_hour,T3_hour,T4_hour,T5_hour,quality_class
8.16,187.113,254,378,413,364,276,suspect
5.15,187.854,259,374,415,360,269,suspect
7.55,187.694,252,376,411,318,268,suspect
7.39,188.284,242,361,414,307,261,suspect
8.86,188.209,233,338,432,313,261,suspect
7.01,187.891,227,326,454,325,270,suspect
6.85,187.427,241,320,465,329,277,good
8.68,186.101,259,316,474,322,277,good
6.85,180.668,263,323,489,324,276,good
6.82,173.069,261,335,513,323,282,good
7.42,173.29,253,354,516,326,300,good
5.86,173.577,240,362,497,329,298,good
7.3,176.266,241,377,474,331,290,good
6.15,182.589,243,372,454,332,294,good
5.16,179.122,239,386,434,331,293,good
7.04,188.873,207,375,422,329,294,suspect
6.22,188.869,172,364,421,330,295,suspect
9.12,188.583,185,345,405,337,293,suspect
6.56,189.132,208,334,423,334,291,suspect
7.62,188.983,191,319,446,324,292,suspect
8.14,188.977,200,300,457,317,294,good
6.37,188.831,213,291,450,304,296,good
6.84,188.867,219,294,430,275,296,good
8.33,188.936,213,306,411,334,298,good
7.37,188.888,210,321,431,326,293,good
7.86,189.146,212,322,488,314,291,good
7.09,189.008,216,306,506,314,283,good
7.69,183.25,228,308,483,312,275,good
7.82,179.086,242,310,449,318,266,good
5.8,179.267,250,311,480,313,272,good
4.92,179.469,246,310,483,311,282,good
5.49,182.185,256,335,496,311,288,good
7.79,183.75,272,378,505,308,278,good
11.39,164.57,282,374,505,303,262,good
7.85,164.896,284,352,511,303,244,good
7.02,165.381,277,350,513,301,229,good
6.82,170.806,269,357,502,317,226,good
6.9,171.126,268,360,503,344,224,good
7.84,171.116,245,371,495,344,227,good
8.25,170.492,230,372,490,334,238,good
8.15,171.085,236,365,489,337,255,good
6.27,171.008,240,355,487,362,257,good
7.37,170.87,239,343,487,359,262,good
7.49,170.839,241,348,496,358,264,good
7.94,171.327,240,361,513,367,267,good
6.14,170.989,239,373,526,366,259,good
6.59,171.122,238,379,550,360,247,good
4.98,170.682,246,366,565,362,237,good
6.34,171.262,244,354,560,348,233,good
8.27,170.913,245,352,541,338,213,good
7.4,171.154,243,353,518,338,203,good
9.15,171,239,353,501,347,217,good
8.36,171.111,236,351,479,344,216,good
8.35,171.206,243,353,467,344,207,good
7.13,171.259,244,357,462,344,218,good
7.49,170.832,244,351,447,340,242,good
7.28,170.853,247,347,423,341,261,good
7.41,170.648,256,346,419,343,268,good
8.73,170.49,280,378,445,342,306,good
7.77,171.15,295,334,482,339,354,good
8.44,171.417,288,282,506,340,275,good
8.08,171.164,268,332,512,344,272,good
7.85,170.88,259,350,496,355,263,good
6.44,171.123,245,356,477,362,267,good
6.48,170.464,250,354,484,378,283,good
7.63,171.297,278,348,501,389,279,good
7.18,170.852,287,346,504,385,263,good
8.09,170.832,289,345,501,380,258,good
6.7,171.123,289,347,490,380,240,good
7.82,170.707,289,343,474,370,229,good
7.47,170.844,288,339,476,367,226,good
8.01,170.969,286,350,493,351,225,good
5.6,170.656,284,366,502,340,227,good
8.45,185.353,283,382,520,321,229,good
8.25,192.21,288,391,537,315,222,good
7.89,191.423,284,390,544,321,227,good
6.85,180.898,282,376,540,333,230,good
7.89,164.144,283,364,548,304,226,good
8.66,164.348,284,352,563,321,230,good
6.86,164.279,282,334,562,343,228,good
6.68,169.546,288,340,568,358,231,suspect
6.28,178.288,295,350,551,378,221,suspect
7.57,178.024,291,339,535,389,208,good
8.1,177.493,291,341,537,389,229,suspect
8.78,178.183,291,353,553,395,217,suspect
8.79,178.135,272,336,581,393,220,good
7.34,178.048,252,329,583,398,237,good
9.41,177.786,246,330,568,395,258,good
9.09,178.013,238,332,567,389,264,good
6.45,178.629,242,334,572,385,273,good
6.44,183.533,232,333,568,379,276,good
7.58,185.051,234,335,559,383,280,good
7.08,184.353,237,345,557,383,282,good
6.62,184.785,240,359,555,383,277,good
7.18,185.114,240,366,547,380,278,good
6.92,184.995,236,364,558,374,291,good
8.45,185.477,239,361,550,355,286,good
8.55,185.42,242,353,552,347,256,good
6.97,184.776,227,340,574,357,264,good
5.65,184.869,219,354,585,372,272,good
8.06,184.836,219,360,609,388,273,good
8.17,184.717,218,355,635,351,282,good
6.78,184.992,219,349,644,343,286,good
6.22,184.505,226,340,614,356,282,good
7.22,185.224,231,323,530,353,278,good
5.27,185.029,236,327,495,353,266,good
9.14,186.739,250,329,483,354,263,good
7.55,190.507,266,321,466,359,261,good
9.21,188.917,272,322,454,364,260,good
8.48,189.098,275,314,461,351,258,good
7.43,188.608,276,309,474,352,247,good
6.55,188.752,276,315,498,375,231,good
9.85,189.342,276,322,513,355,218,good
7.05,188.77,273,335,515,353,210,good
8.24,188.828,272,362,528,359,209,good
9,189.516,274,355,525,365,209,good
8.62,189.155,278,351,516,373,212,good
7.99,188.825,275,335,513,380,224,good
8.13,189.059,273,324,544,380,229,good
9.63,179.114,283,347,511,375,230,good
8.27,176.849,279,351,479,373,233,good
8.46,176.876,277,347,455,375,230,good
7.6,165.449,277,351,451,376,230,good
8.01,185.467,273,340,451,371,233,good
6.6,189.111,268,324,449,363,222,good
8.84,188.722,273,311,456,359,209,good
7.15,188.971,271,301,459,355,209,good
8.64,182.312,264,296,494,353,221,good
7.64,173.087,253,298,554,346,225,good
6.9,172.802,248,300,576,348,223,good
6.4,173,256,301,515,345,220,good
7.46,173.273,253,319,494,339,215,good
6.71,173.246,249,339,483,315,215,good
6.55,173.309,252,356,471,309,232,good
9.44,172.732,273,362,475,394,225,good
8.16,173.217,310,361,484,435,223,good
7.88,172.863,332,354,495,415,230,good
9.15,173.331,302,338,516,360,244,good
8.09,173.018,277,338,521,314,257,good
7.69,173.26,291,354,510,294,267,good
9.67,183.469,283,369,494,308,267,good
7.62,182.563,279,376,476,345,265,good
6.89,183.132,279,378,462,349,267,good
9.47,183.452,279,396,445,343,272,good
7.35,183.379,278,410,431,343,274,suspect
7.93,182.874,277,378,436,335,269,suspect
7,175.603,275,372,472,334,268,suspect
6.25,173.474,261,369,439,346,275,suspect
7.63,173.744,246,367,419,364,265,suspect
8.53,173.736,236,341,435,378,269,suspect
7.22,173.539,225,331,454,382,268,good
8.4,174.035,213,373,464,373,267,good
6.23,173.576,204,363,470,358,260,good
7.57,177.481,201,381,477,341,249,good
8.06,177.733,202,401,494,327,237,good
8.19,178.315,202,403,512,315,225,good
7.58,177.906,203,397,520,338,223,good
5.89,178.005,205,394,519,357,227,good
6.17,180.161,212,390,515,312,228,good
8.3,193.576,228,408,539,288,231,good
8.59,198.239,243,446,555,305,231,good
6.59,197.837,259,439,545,306,235,good
7.23,164.253,265,384,530,312,239,good
9.03,150.615,263,385,524,313,241,good
8.79,151.061,261,381,527,312,240,good
8.16,157.739,262,356,531,309,227,good
7.44,165.802,264,343,529,272,210,good
7.87,165.746,262,331,522,327,200,good
6.52,165.846,269,340,505,306,210,good
7.24,165.971,268,356,509,316,227,good
7.07,165.925,257,376,488,317,238,good
8.88,166.147,263,376,457,339,245,good
9.43,165.783,258,376,447,345,243,good
8.18,166.06,247,372,441,369,246,good
9.87,165.65,232,347,446,389,241,good
7.15,165.95,228,325,455,394,238,good
7.4,165.926,238,317,413,396,236,good
7.24,165.524,237,311,425,394,238,good
5.85,165.99,226,302,431,394,243,good
7.97,178.91,217,308,446,394,255,good
7.7,185.419,213,312,463,388,265,good
8.62,180.18,206,316,483,382,268,good
9.6,180.733,210,325,495,381,266,good
7.06,180.462,221,319,498,386,266,good
8.42,175.798,227,319,485,381,270,good
7.85,171.936,229,318,472,356,270,good
7.57,171.592,220,316,458,337,265,good
7.07,172.144,219,322,441,336,256,good
6.51,171.912,221,330,418,333,242,good
6.57,171.659,224,343,398,323,232,good
5.61,172.062,222,356,365,317,231,good
8.26,180.002,214,369,328,319,228,good
9.36,190.592,218,390,350,313,230,good
6.9,190.993,223,412,426,319,226,good
8.9,165.502,229,413,441,328,225,good
5.94,160.105,239,404,448,336,227,good
6.29,160.366,251,377,460,349,224,good
7,159.12,260,370,481,365,218,good
6.98,159.103,263,361,482,373,208,good
7.67,158.832,249,365,494,368,204,good
6.67,159.019,245,365,562,357,205,good
6.69,159.003,236,360,542,350,204,good
6.93,159.005,223,360,503,353,203,good
4.36,159.072,223,358,483,358,207,good
6.51,159.292,238,355,475,371,205,good
9.23,159.199,254,329,481,388,208,good
6.7,158.553,263,296,500,393,215,good
6.59,158.923,282,326,523,370,215,good
9.92,158.953,287,423,530,365,216,good
8.37,158.745,284,477,511,352,216,good
6.65,158.613,267,508,491,320,216,good
7.79,158.892,253,501,498,364,220,good
7.75,160.63,238,457,514,379,237,good
7.15,167.509,216,399,508,353,248,good
7.35,167.938,209,344,491,348,259,good
6.98,192.474,213,324,476,344,265,good
8.32,194.203,219,327,474,319,264,good
8.73,157.892,224,326,449,309,262,good
7.91,157.96,221,338,445,307,260,good
8.21,171.763,221,352,478,304,256,good
7.27,177.827,222,363,505,302,250,good
8.27,178.268,220,365,513,308,250,good
9.34,178.472,211,366,497,315,259,good
6.27,177.747,206,365,487,332,263,good
7.04,178.431,202,361,489,342,245,good
8.15,177.869,199,344,475,358,236,good
6.06,185.12,194,366,457,377,238,good
5.8,190.883,215,363,427,392,239,good
6.87,190.746,216,355,440,401,240,good
6.92,190.818,203,431,510,403,240,good
9.12,176.474,202,455,524,394,244,good
8.2,162.791,210,414,482,380,241,good
6.2,163.145,225,376,479,372,238,good
8.25,162.856,241,359,493,356,236,good
8.49,171.051,257,355,507,336,241,good
8.41,176.137,266,351,526,330,244,good
7.3,175.958,280,357,518,338,240,good
6.85,176.094,268,363,531,347,244,good
7.48,176.093,267,360,561,345,241,good
8.19,175.951,278,352,567,344,236,good
8.34,175.755,261,354,580,348,236,suspect
7.94,172.517,259,353,584,347,238,suspect
6.47,154.02,255,343,579,360,235,suspect
7.01,160.003,245,344,568,368,239,suspect
8.57,163.927,237,345,570,373,238,suspect
7.68,163.986,234,344,564,382,240,suspect
7.85,164.309,245,350,546,387,243,suspect
7.63,164.301,254,351,572,377,252,suspect
7.24,163.855,252,362,572,377,265,suspect
6.8,164.433,254,365,563,363,256,suspect
5.7,162.778,260,345,566,362,231,suspect
6.86,158.08,262,315,570,373,237,suspect
6.71,163.577,260,304,573,374,234,suspect
7.17,180.108,258,325,568,362,244,suspect
8.26,180.212,246,344,550,321,244,good
6.33,180.257,234,360,527,317,247,good
8.3,179.823,230,381,516,353,245,good
8.05,179.989,228,398,512,360,247,good
7,180.887,227,367,509,347,259,good
7.48,158.201,227,357,516,355,274,good
7.46,152.694,226,437,513,368,284,good
6.99,152.819,224,483,506,361,295,good
9.33,152.898,226,471,502,361,298,good
10.27,152.589,230,431,514,357,297,good
7.64,153.172,243,405,531,355,294,good
5.69,152.462,255,392,548,352,291,good
7.08,153.021,271,394,559,349,287,good
8.42,153.002,280,389,569,348,286,good
6.37,152.604,275,404,588,349,278,good
6.1,153.036,279,385,590,352,265,good
7,156.87,278,387,592,354,259,suspect
7.3,157.211,277,384,589,355,259,suspect
7.8,157.029,274,369,589,353,271,suspect
7.21,157.191,265,359,601,352,281,suspect
6.28,157.577,247,363,584,351,288,suspect
7.91,156.898,241,373,587,348,286,suspect
8.05,156.931,246,387,592,349,289,suspect
7.45,156.872,245,395,582,346,294,suspect
8.03,187.463,242,388,573,342,274,suspect
9,196.723,246,373,568,320,256,suspect
7.88,197.409,226,374,553,309,245,good
8.43,197.086,247,362,555,317,244,good
9.05,197.06,236,361,568,328,245,good
7.48,198.079,252,365,567,341,245,good
9.19,182.122,264,364,571,355,242,good
5.86,179.956,272,358,575,351,242,good
4.06,179.638,272,359,569,349,244,good
6.22,180.349,264,368,558,329,247,good
8.01,179.838,263,368,537,338,250,good
8.15,179.783,263,377,516,355,271,good
6.95,180.441,262,372,504,369,284,good
7.73,179.459,253,373,501,373,282,good
5.9,179.037,235,374,492,381,269,good
7.69,179.323,226,375,502,382,281,good
6.12,157.882,217,374,515,358,283,good
7.93,154.051,211,375,526,356,281,good
7.75,154,210,378,551,354,273,good
5.82,153.786,212,385,490,357,258,good
6.69,153.642,213,390,523,365,243,suspect
7.02,153.844,215,388,558,363,235,suspect
8.01,154.571,221,390,564,350,251,suspect
7.71,169.005,230,382,557,334,300,suspect
7.94,168.959,230,381,555,317,382,good
6.17,168.935,233,367,560,305,338,good
7.66,168.744,228,351,557,319,241,good
8.33,168.925,225,346,567,312,282,good
7.04,168.904,217,349,577,306,278,good
6.94,169.106,226,351,582,305,280,good
6.49,178.745,241,344,580,305,283,good
7.19,167.911,264,345,574,306,282,good
7.67,168.129,288,343,563,311,284,good
7.22,167.65,313,344,558,314,283,good
7.04,168.296,323,332,539,315,282,good
8.42,168.432,299,342,516,333,281,good
8.53,168.227,259,347,500,342,287,good
7.63,168.208,236,343,497,331,295,good
8.08,168.344,241,346,506,317,294,good
6.31,167.919,248,346,508,257,282,good
9.4,168.082,249,345,499,299,284,good
8.75,164.703,247,348,493,313,285,good
8.41,170.042,251,343,498,312,279,good
7.89,174.764,257,345,511,309,264,good
8.49,173.939,263,324,515,312,267,good
7.2,173.677,268,318,499,311,265,good
5.97,185.362,268,320,481,308,236,good
9.09,187.638,261,319,496,310,212,good
9,187.782,245,312,486,316,217,good
6.54,176.715,230,330,487,327,229,good
7.52,167.168,224,349,464,344,221,good
7.65,161.299,224,335,444,359,205,good
8.07,165.04,224,380,439,375,214,good
7.85,165.064,221,299,446,392,213,good
11.31,164.816,217,268,465,405,212,good
9.46,164.876,216,292,483,391,213,good
7,172.26,216,314,490,404,221,good
6.82,169.018,204,304,485,406,227,good
7.03,159.785,203,336,474,402,230,good
6.62,174.91,215,338,465,397,236,good
7.5,192.28,213,330,453,382,246,good
9.27,192.155,219,335,441,373,256,good
8.57,191.708,216,356,434,356,268,good
5.58,184.507,216,372,423,354,276,good
5.75,168.041,216,378,411,377,273,good
8.59,163.212,215,368,417,392,268,good
6.99,163.049,213,361,428,397,251,good
9.56,163.079,212,359,443,399,248,good
7.56,163.17,212,357,441,402,250,good
7.86,163.209,214,360,455,398,246,good
6.72,162.857,215,357,456,390,250,good
7.99,163.365,214,359,465,371,250,good
7.22,169.039,213,372,488,358,250,good
6.55,172.149,214,381,491,350,249,good
9.01,171.827,217,379,498,345,251,good
6,172.31,228,365,518,336,250,good
6.03,172.986,244,349,525,329,240,good
6.4,172.86,253,338,525,327,242,good
5.74,180.759,252,347,519,324,254,good
6.87,192.192,243,355,505,326,254,good
7.32,192.139,246,353,493,352,258,good
6.79,191.914,251,346,486,369,267,good
6.96,191.869,252,337,474,370,250,good
6.72,191.702,252,331,458,356,267,good
7.5,191.846,246,334,444,333,264,good
8.71,192.112,262,331,430,337,256,good
8.17,192.046,263,322,424,367,257,suspect
6.04,191.927,263,320,435,342,258,suspect
5.15,191.816,268,323,441,341,242,suspect
7.65,192.144,268,330,447,343,252,suspect
6.79,191.415,269,337,449,339,272,suspect
9.08,185.657,265,336,445,341,275,suspect
9.36,179.835,260,347,443,338,271,suspect
8.81,179.842,258,363,462,330,281,suspect
7.83,179.749,248,369,488,337,289,good
9.3,180.368,235,372,490,341,286,good
5.31,180.517,222,376,496,340,276,good
6.11,179.616,213,381,519,346,273,good
9.54,180.008,208,375,532,342,271,good
7.01,179.608,210,357,522,332,271,good
8.73,178.68,216,349,502,318,272,good
9,177.14,229,352,485,317,274,good
8.07,176.989,249,355,476,320,280,good
8.5,163.005,267,343,461,316,285,good
9.37,152.607,268,327,429,311,288,good
5.85,152.995,268,315,421,312,283,good
7.51,153.028,256,315,434,320,272,good
8.52,153.37,254,320,450,323,265,good
8.4,152.83,256,325,461,330,271,good
7.63,152.037,257,332,457,339,271,good
6.36,153.365,235,345,462,350,266,good
8.59,153.59,209,368,478,365,279,good
7.46,153.179,184,381,492,382,283,good
8.03,152.544,196,374,491,382,282,good
8.3,152.965,248,382,490,379,276,good
7.06,152.773,260,376,492,381,275,good
5.96,159.158,217,382,490,383,274,good
7.84,169.562,205,384,487,380,276,good
6.23,191.032,216,381,487,373,278,good
7.89,190.849,232,386,495,362,277,good
7.75,190.694,242,391,511,347,274,good
7.04,195.598,245,384,514,328,266,good
8.85,198.211,251,385,502,317,253,good
7.98,198.01,261,384,480,309,242,good
6.47,198.181,265,378,470,303,240,good
7.54,197.599,266,379,451,308,225,good
4.41,197.792,274,383,445,308,226,good
7.94,197.479,292,386,435,306,240,suspect
6.85,197.485,296,378,441,305,247,suspect
7.79,195.14,305,361,452,306,249,suspect
6.83,195.187,322,336,470,299,250,suspect
6.17,195.133,306,328,489,296,253,good
8,195.138,295,336,502,312,236,good
6.63,195.088,296,349,515,322,231,good
8.43,168.47,295,354,526,348,231,good
8.43,151.169,293,362,554,360,236,good
5.71,151.037,292,365,565,353,229,suspect
7.2,151.088,293,366,573,357,218,suspect
6.88,155.137,293,372,590,328,235,suspect
5.48,163.837,291,366,599,306,230,suspect
5.67,164.374,288,353,597,287,229,suspect
7.23,163.895,290,347,596,321,239,suspect
6.47,164.118,293,347,584,329,250,suspect
8.24,177.133,295,342,568,336,267,suspect
7.61,180.033,294,337,588,326,276,suspect
6.11,179.93,291,334,599,318,289,suspect
7.12,179.736,282,334,599,295,295,good
5.41,179.951,268,341,579,291,297,good
7.76,180.12,251,343,582,306,293,good
8.41,180.162,237,344,598,320,278,suspect
8.02,180.009,236,348,600,332,262,suspect
6.03,172.763,259,349,619,333,250,suspect
8.22,157.123,268,348,612,331,234,suspect
7.58,175.799,276,346,602,349,219,suspect
7.22,176.036,285,337,596,357,217,suspect
10.36,175.927,277,323,598,359,211,suspect
7.6,171.518,257,311,611,365,215,suspect
8.62,157.197,254,304,600,362,213,suspect
7.83,155.683,271,295,580,368,217,suspect
8.14,170.565,275,294,556,372,229,suspect
6.55,177.735,269,327,524,358,243,suspect
8.75,177.519,274,336,518,338,255,good
7.61,177.771,269,336,489,319,269,good
8.56,177.814,267,339,474,309,278,good
8.28,178,271,352,467,313,289,good
9.25,178.474,270,340,447,325,299,good
6.33,177.886,268,331,434,337,295,suspect
8.13,177.987,257,334,426,342,297,suspect
5.69,177.876,259,351,427,337,294,suspect
8.42,177.535,261,369,430,350,294,suspect
7.49,177.598,262,379,426,356,297,suspect
8.17,178.305,268,388,422,350,299,suspect
6.96,177.703,271,383,436,349,298,suspect
6.43,177.578,271,384,472,343,295,good
8.14,178.2,272,382,483,340,296,good
6.85,177.925,273,384,483,343,290,good
7.84,182.929,274,385,482,346,280,good
9.41,184.073,275,379,474,335,265,good
8.84,193.348,273,382,479,322,259,good
5.37,192.326,275,383,482,323,256,good
7.97,190.827,287,292,487,325,254,good
8.53,190.852,296,409,487,324,250,good
7.06,167.124,291,570,483,331,246,good
6.49,164.091,276,595,474,337,255,good
7.11,161.433,262,503,464,322,253,good
6.95,160.678,257,420,467,319,250,good
5.87,160.764,265,375,494,317,250,good
8.64,161.197,281,360,507,323,248,good
6.55,161.175,294,338,488,315,238,good
4.79,160.657,291,327,498,321,224,good
7.53,160.684,271,325,500,315,213,good
6.73,161.132,238,333,492,314,209,good
8.16,161.01,223,346,501,317,208,good
7.97,160.662,228,342,500,311,210,good
7.16,168.044,199,323,504,315,221,good
7.3,188.349,143,314,506,325,239,good
7.93,188.034,149,308,500,332,256,good
5.64,188.256,220,299,505,353,254,good
5.57,188.429,230,300,511,376,251,good
6.56,188.021,232,320,505,385,247,good
6.13,188.253,229,298,496,380,237,good
7.8,187.86,224,303,491,378,229,good
6.88,188.371,218,324,500,380,226,good
7.45,188.251,222,340,505,380,225,good
7.17,187.754,216,344,502,381,223,good
8.37,188.039,218,349,496,389,222,good
10.53,190.555,224,351,484,391,219,good
7.56,176.237,228,344,474,387,216,good
7.4,157.643,229,339,474,390,216,good
8.15,157.959,229,350,488,388,219,good
8.08,158.051,232,351,499,391,223,good
8.17,158.19,230,358,483,383,231,good
8.16,160.699,229,360,477,381,238,good
8.13,164.31,230,357,486,377,260,good
7.57,163.897,229,362,492,380,280,good
6.75,163.941,228,335,511,393,289,good
10.57,164.904,225,302,532,397,290,good
7.52,173.583,221,347,563,395,281,good
7.75,174.054,217,349,578,389,271,good
6.67,173.802,220,350,583,381,265,suspect
7.13,173.798,229,359,590,364,264,suspect
6.86,171.719,230,363,576,348,262,suspect
7.53,171.054,222,358,573,323,259,suspect
8.65,170.581,225,353,586,318,248,suspect
7.53,173.087,224,358,583,316,240,suspect
7.55,172.767,220,358,564,336,237,suspect
6.67,172.241,227,365,547,347,240,suspect
8.23,163.394,237,377,534,352,246,good
8.17,159.32,248,374,520,351,238,good
7.49,160.681,264,387,501,350,237,good
6.35,168.259,280,424,490,347,226,good
6.35,167.746,287,401,487,347,214,good
7.07,167.77,276,362,491,352,212,good
5.69,165.462,272,384,490,353,232,good
7.42,164.08,279,408,482,350,280,good
7.92,162.001,284,431,479,351,271,good
5.47,160.8,288,435,484,348,221,good
8.49,184.49,290,412,491,352,250,good
7.33,192.066,282,383,496,360,259,good
8.22,191.935,272,377,498,363,260,good
8.7,192.398,259,365,491,362,262,good
5.21,188.108,251,351,488,363,270,good
7.67,187.03,253,332,491,364,268,good
7.95,187.137,260,318,485,363,266,good
7.08,186.923,268,318,477,361,267,good
8.57,186.945,273,321,474,362,260,good
7.59,186.712,273,319,449,367,246,good
6.53,186.669,275,316,436,356,230,good
10.27,187.29,270,318,424,347,219,good
8.01,187.227,262,325,417,362,219,suspect
6.47,186.846,261,326,417,324,222,suspect
7.8,169.038,260,321,420,351,224,good
8.03,164.432,256,315,420,363,224,good
6.87,191.026,253,320,426,359,230,good
8.01,190.841,256,319,440,358,239,suspect
7.45,190.962,257,320,441,356,249,good
7.97,189.737,258,326,437,364,247,suspect
8.63,180.995,257,335,427,366,233,suspect
7.55,180.899,256,338,414,361,227,good
7.59,180.91,261,332,411,360,230,good
7.46,181.09,254,330,438,340,228,good
7.8,180.656,237,335,439,335,221,good
9.07,181.211,223,326,446,340,220,good
8.61,180.928,212,327,452,341,217,good
8.09,181.097,217,335,445,345,222,good
6.2,186.638,238,341,426,343,220,good
9.88,186.888,249,341,424,345,213,good
8.36,187.13,241,339,452,340,219,good
7.08,186.971,227,332,447,354,221,good
7.38,186.791,218,322,430,351,221,good
5.83,187.246,226,329,431,351,229,good
7.97,187.176,231,331,437,355,248,good
6.6,187.286,232,325,453,355,265,good
7.23,192.981,246,312,466,353,274,good
6.95,192.925,257,310,484,354,273,good
7.17,193.337,259,328,488,361,267,good
8.4,192.976,251,324,491,340,256,good
6.76,193.154,251,327,509,344,249,good
6.65,193.443,255,327,535,356,252,good
7.63,192.946,257,333,541,364,256,good
8.92,193.003,262,344,473,362,257,good
7.36,194.411,276,352,480,365,245,good
7.21,175.082,289,380,502,361,228,good
7.32,168.01,292,387,501,346,217,good
9.57,168.062,282,384,487,342,210,good
5.64,167.98,286,385,475,315,208,good
8.39,167.534,279,385,469,340,196,good
8.89,168.061,257,384,454,432,220,good
7.18,169.252,236,376,467,344,239,good
6.92,160.726,232,382,487,351,231,good
8.15,160.485,233,373,490,397,234,good
7.63,158.698,236,373,476,401,246,good
8.72,158.842,237,387,467,386,260,good
7.63,159.345,232,384,453,384,271,good
7.31,159.392,235,383,446,386,268,good
7.81,159.063,236,381,448,392,260,good
7.49,158.594,238,374,448,395,252,good
7.52,158.819,251,368,442,392,246,good
8.43,158.65,265,378,460,386,209,good
8.6,165.623,282,400,461,392,208,good
8.23,200.36,275,399,460,400,216,good
9.23,200.132,253,375,450,393,207,good
6.84,199.758,237,377,443,395,207,good
7.41,190.334,239,372,444,377,214,good
8.54,188.136,230,358,458,380,227,good
7.89,193.115,213,346,454,363,241,good
8.16,192.677,200,340,388,358,256,good
7.33,192.933,196,334,383,365,259,good
6.32,192.74,198,329,547,373,262,good
7.8,192.798,205,335,558,373,266,good
7.4,192.838,206,331,496,355,266,good
7.97,192.868,205,333,472,345,263,good
5.99,193.023,204,360,455,373,256,good
5,154.054,202,334,452,365,241,good
6.7,180.472,205,359,456,362,229,good
5.93,197.497,212,357,441,367,224,good
6.76,197.959,229,348,473,369,229,good
6.36,197.86,245,341,485,373,255,good
8.47,199.164,261,335,507,371,260,good
6.27,200.143,278,326,530,370,248,good
6.78,192.48,290,317,544,360,243,good
7.16,186.059,292,323,538,346,242,good
7.12,185.857,290,325,524,356,242,good
5.29,185.679,287,322,574,343,243,good
6.87,186.064,275,320,504,325,242,good
7.29,185.061,267,314,482,319,244,good
7.14,185.501,261,312,467,329,249,good
8.19,185.764,268,313,454,341,250,good
7.21,185.592,277,295,457,365,252,good
8.23,186.199,286,288,455,372,247,good
7.05,185.994,295,283,442,388,251,good
9.2,185.737,298,361,435,405,255,good
5.37,186.111,300,363,446,406,255,suspect
8.37,186.031,299,318,468,394,248,good
6.25,185.922,293,304,479,391,231,good
7.55,185.621,283,299,485,390,213,good
7.38,186.13,258,302,496,385,205,good
7.68,186.06,234,315,490,371,206,good
7.2,185.95,231,328,478,369,206,good
7.12,186.094,220,344,468,373,202,good
7.41,186.741,226,354,471,342,207,good
7.57,187.717,230,360,487,335,206,good
6.09,187.598,241,366,510,342,217,good
7.84,187.875,243,356,518,344,217,good
9.23,188.82,239,352,530,341,214,good
7.83,177.616,226,362,531,365,213,good
7.26,151.005,214,361,528,384,206,good
7.01,151.307,212,359,536,375,201,suspect
5.77,151.166,220,359,527,339,203,suspect
7.37,150.95,225,360,527,324,203,suspect
8.93,151.094,223,362,529,322,203,suspect
8.2,150.972,217,362,529,319,205,suspect
8.02,151.398,217,365,525,313,210,suspect
6.22,151.135,220,364,524,319,223,suspect
7.03,150.61,218,356,522,324,238,good
8.53,150.886,220,355,519,323,255,good
7.73,151.128,226,359,526,322,271,good
6.4,156.688,229,365,525,327,278,good
7.89,178.935,218,364,526,332,268,good
7.82,179.02,222,357,522,336,247,good
7.97,178.74,221,347,520,348,230,good
8.54,178.423,221,342,501,351,221,good
7.9,179.403,221,346,482,368,222,good
6.07,179.145,217,344,468,374,220,good
8.41,178.837,211,340,471,331,250,good
7.69,178.725,211,342,493,304,260,good
4.78,169.196,212,344,503,298,259,good
8.19,168.822,206,339,500,299,270,good
7.98,169.068,218,342,504,302,260,good
7.29,168.478,242,342,512,297,245,good
7.62,175.768,257,337,539,296,229,good
9.56,180.122,274,330,514,275,215,good
6.21,181.478,286,321,514,312,206,good
7.66,183.879,283,317,523,290,202,good
7.76,183.881,263,319,527,295,205,good
7.41,184.165,248,323,533,300,207,good
7.38,184.231,240,324,500,300,209,good
8.14,157.605,224,314,480,299,221,good
9.03,155.372,194,317,475,293,237,good
6.9,155.145,221,339,463,295,252,good
7.97,155.534,253,338,461,295,263,good
9.06,156.038,247,324,456,296,262,good
8.75,156.293,249,326,488,300,251,good
7.06,156.347,248,342,531,299,246,good
6.83,155.912,232,338,525,310,243,good
7.55,155.815,204,327,497,332,239,good
7.17,156.145,248,310,477,335,243,good
9.07,156.305,261,293,474,329,235,good
8.8,156.034,257,303,475,344,228,good
6.91,155.781,255,304,478,351,235,good
7.88,156.479,252,331,479,365,240,good
10.65,155.982,252,337,477,376,240,good
8.39,155.841,252,322,474,378,241,good
7.65,155.933,251,306,473,375,238,good
7.72,155.83,242,345,478,374,231,good
5.61,155.811,226,329,469,374,227,good
7.74,157.304,231,319,489,373,230,good
7.65,159.976,227,305,479,370,236,good
6.94,159.692,246,303,469,369,238,good
5.67,167.231,266,311,468,371,235,good
7.96,196.338,270,322,474,372,221,good
5.58,196.059,268,326,472,370,218,good
5.47,196.182,259,343,482,368,214,good
6.13,195.147,243,336,477,379,217,good
7.05,183.162,244,319,465,406,231,good
8.35,182.532,246,334,462,411,247,good
7.93,182.778,242,335,466,357,253,good
7.99,182.79,240,329,471,358,247,good
7.49,183.758,247,320,499,356,243,good
5.42,182.897,246,320,543,361,246,good
